/* DATA DESCRIPTION:
Citation:	Frieder, Christina A; Gonzalez, Jennifer P; Levin, Lisa A (2014): Uranium in larval shells as a barometer of molluscan ocean acidification exposure. PANGAEA, https://doi.org/10.1594/PANGAEA.836887, 
	Supplement to: Frieder, CA et al. (2014): Uranium in Larval Shells as a barometer of Molluscan Ocean Acidification Exposure. Environmental Science & Technology, 48(11), 6401-6408, https://doi.org/10.1021/es500514j
Abstract:	As the ocean undergoes acidification, marine organisms will become increasingly exposed to reduced pH, yet variability in many coastal settings complicates our ability to accurately estimate pH exposure for those organisms that are difficult to track. Here we present shell-based geochemical proxies that reflect pH exposure from laboratory and field settings in larvae of the mussels Mytilus californianus and M. galloprovincialis. Laboratory-based proxies were generated from shells precipitated at pH 7.51 to 8.04. U/Ca, Sr/Ca, and multielemental signatures represented as principal components varied with pH for both species. Of these, U/Ca was the best predictor of pH and did not vary with larval size, with semidiurnal pH fluctuations, or with oxygen concentration. Field applications of U/Ca were tested with mussel larvae reared in situ at both known and unknown pH conditions. Larval shells precipitated in a region of greater upwelling had higher U/Ca, and these U/Ca values corresponded well with the laboratory-derived U/Ca-pH proxy. Retention of the larval shell after settlement in molluscs allows use of this geochemical proxy to assess ocean acidification effects on marine populations.
Keyword(s):	Animalia; Biomass/Abundance/Elemental composition; Bottles or small containers/Aquaria (<20 L); Coast and continental shelf; Laboratory experiment; Mollusca; Mytilus californianus; Mytilus galloprovincialis; North Pacific; Pelagos; Single species; Temperate; Zooplankton
Original version:	Levin, Lisa A (2014): Dataset: Mussel shell trace element ratios. Biological and Chemical Oceanography Data Management Office, http://www.bco-dmo.org/dataset/521670/data
Further details:	Lavigne, Héloise; Epitalon, Jean-Marie; Gattuso, Jean-Pierre (2014): seacarb: seawater carbonate chemistry with R. R package version 3.0. https://cran.r-project.org/package=seacarb
Project(s):	Ocean Acidification International Coordination Centre (OA-ICC) (URI: http://www.iaea.org/ocean-acidification/page.php?page=2181)
Comment:	In order to allow full comparability with other ocean acidification data sets, the R package seacarb (Lavigne et al, 2014) was used to compute a complete and consistent set of carbonate system variables, as described by Nisumaa et al. (2010). In this dataset the original values were archived in addition with the recalculated parameters (see related PI). The date of carbonate chemistry calculation is 2014-10-17.
Parameter(s):	Species (Species) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Treatment (Treat) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Sample ID (Sample ID) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Replicate (Replicate) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Magnesium/Calcium ratio [mmol/mol] (Mg/Ca) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Copper/Calcium ratio [µmol/mol] (Cu/Ca) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Zinc/Calcium ratio [µmol/mol] (Zn/Ca) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Strontium/Calcium ratio [mmol/mol] (Sr/Ca) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Barium/Calcium ratio [µmol/mol] (Ba/Ca) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Lead/Calcium ratio [nmol/mol] (Pb/Ca) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Uranium/Calcium ratio [µmol/mol] (U/Ca) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	pH (pH) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu) * METHOD/DEVICE: Spectrophotometric * COMMENT: total scale
	Oxygen [µmol/kg] (O2) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Temperature, water [°C] (Temp) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Salinity (Sal) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu)
	Alkalinity, total [µmol/kg] (AT) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu) * METHOD/DEVICE: Potentiometric titration
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Uranium/Calcium ratio [µmol/mol] (U/Ca) * PI: Frieder, Christina A (https://orcid.org/0000-0003-2056-3954, cafriede@usc.edu) * COMMENT: seawater
	Carbonate system computation flag (CSC flag) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbon dioxide [µmol/kg] (CO2) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Fugacity of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (fCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Aragonite saturation state (Omega Arg) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Calcite saturation state (Omega Cal) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	16740 data points
*/
Species	Treat	Sample ID	Replicate	Mg/Ca [mmol/mol]	Cu/Ca [µmol/mol]	Zn/Ca [µmol/mol]	Sr/Ca [mmol/mol]	Ba/Ca [µmol/mol]	Pb/Ca [nmol/mol]	U/Ca [µmol/mol]	pH (total scale, Spectrophotometric)	O2 [µmol/kg]	Temp [°C]	Sal	AT [µmol/kg] (Potentiometric titration)	[CO3]2- [µmol/kg] (Calculated using CO2SYS)	U/Ca [µmol/mol] (seawater)	CSC flag (Calculated using seacarb afte...)	CO2 [µmol/kg] (Calculated using seacarb afte...)	pCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	fCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	[HCO3]- [µmol/kg] (Calculated using seacarb afte...)	[CO3]2- [µmol/kg] (Calculated using seacarb afte...)	DIC [µmol/kg] (Calculated using seacarb afte...)	Omega Arg (Calculated using seacarb afte...)	Omega Cal (Calculated using seacarb afte...)
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.6117152	152.8001	3064.0106	1.9639880	3.7969212	924.7220	0.2449699	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.2255398	48.0440	768.6832	1.2077400	2.2619091	411.7119	0.2718086	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.7479563	183.3289	482.9198	1.2327953	1.9837193	639.8574	0.2816926	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.7029341	144.9982	638.8391	1.8675280	2.1371874	771.8410	0.3049579	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.5430939	103.5419	405.1991	1.7861418	2.0533898	796.3693	0.3406161	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.2958652	132.9655	557.3038	1.7786743	2.3405512	1206.8826	0.3503480	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.3432578	150.9184	3333.8518	1.6332542	2.6716497	817.4798	0.3528570	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.7228303	165.0385	1467.9413	1.6933126	2.2997691	900.8624	0.3535033	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.7651438	134.3069	927.4047	1.5981060	1.4686301	1575.7984	0.3580271	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.3564178	125.5273	217.6459	1.7592980	1.6600330	647.6587	0.3728910	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.3149193	146.4150	639.8196	1.3526065	1.5139888	662.3053	0.3784032	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.4359641	128.6060	1850.6204	1.6655780	2.3908133	1091.7002	0.3838774	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.8418434	102.3065	525.3292	1.9178579	3.3036704	841.2554	0.3845617	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	2.0484343	145.5197	894.5860	1.6625029	3.1367289	850.1712	0.3886673	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	2.3851672	202.6980	1672.7142	2.2302191	2.2316621	1576.6998	0.3900359	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.7823672	90.2762	704.5552	1.7839874	2.2372309	1030.9045	0.3927730	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.7129567	101.2710	459.8073	1.6217288	1.8088380	951.5340	0.3955101	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.2893629	130.1387	476.7740	2.2409202	1.5174664	866.5169	0.3961943	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.8391627	178.0939	1477.8111	1.8319690	2.2295944	1163.1950	0.4008702	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	2.7633750	179.8986	1969.5100	2.1142296	3.2906264	1464.3956	0.4037593	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.6896311	168.7177	622.1150	1.6721586	1.7155765	966.7104	0.4090435	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.1041101	118.6962	1022.8037	1.6881307	1.5850457	852.1127	0.4120847	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.5880919	171.2663	1870.1212	1.7648446	1.9191294	1060.7920	0.4143656	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.9482486	184.1374	1269.6375	2.0983699	2.3057437	1079.5250	0.4263024	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	2.3283045	164.4507	1117.5217	1.8217170	2.3582860	1123.6681	0.4278990	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.3996394	141.2415	3379.5806	1.5069252	2.3615233	1570.0677	0.4310923	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	2.3140327	129.9632	601.3804	1.7392043	2.6093007	1107.1543	0.4326129	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	3.0701165	164.5617	3284.2308	2.1579212	1.4588628	1356.1973	0.4382771	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.7933152	156.3839	1194.5367	2.4001031	1.9682177	1013.0728	0.4502519	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.7451242	157.1292	1297.7849	1.8121167	2.6000770	1372.0326	0.4507841	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.7780682	100.6891	563.6049	1.9066816	1.7451815	1431.3424	0.4642795	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	2.9508218	163.6731	703.9379	1.8194694	2.4569786	1480.6572	0.4646217	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
Mytilus californianus (mollusk)	high_pH/high_O2	26-A1	A1	1.2982076	105.6378	1849.9155	1.9450535	1.8050454	1290.1263	0.4650018	7.90	223	15.9	33.49	2228	115	1.09	8	21.14	576.95	574.91	1943.79	114.64	2079.57	1.77	2.76
