/* DATA DESCRIPTION:
Citation:	Szalaj, D; De Orte, Manoela R; Goulding, T A; Medeiros, I D; DelValls, T Angel; Cesar, A (2017): The effects of ocean acidification and a carbon dioxide capture and storage leak on the early life stages of the marine mussel Perna perna (Linneaus, 1758) and metal bioavailability. PANGAEA, https://doi.org/10.1594/PANGAEA.872478, 
	Supplement to: Szalaj, D et al. (2016): The effects of ocean acidification and a carbon dioxide capture and storage leak on the early life stages of the marine mussel Perna perna (Linneaus, 1758) and metal bioavailability. Environmental Science and Pollution Research, 24(1), 765-781, https://doi.org/10.1007/s11356-016-7863-y
Abstract:	The study assesses the effects of carbon dioxide capture and storage (CCS) leaks and ocean acidification (OA) on the metal bioavailability and reproduction of the mytilid Perna perna. In laboratory-scale experiments, CCS leakage scenarios (pH 7.0, 6.5, 6.0) and one OA (pH 7.6) scenario were tested using metal-contaminated sediment elutriates and seawater from Santos Bay. The OA treatment did not have an effect on fertilisation, while significant effects were observed in larval-development bioassays where only 16 to 27 % of larva developed normally. In treatments that simulated CO2 leaks, when compared with control, fertilisation success gradually decreased and no larva developed to the D-shaped stage. A fall in pH increased the bioavailability of metals to marine mussels. Larva shell size was significantly affected by both elutriates when compared with seawater; moreover, a significant difference occurred at pH 6.5 between elutriates in the fertilisation bioassay.
Keyword(s):	Animalia; Benthic animals; Benthos; Bottles or small containers/Aquaria (<20 L); Coast and continental shelf; Growth/Morphology; Inorganic toxins; Laboratory experiment; Mollusca; Perna perna; Reproduction; Single species; South Atlantic; Temperate
Further details:	Gattuso, Jean-Pierre; Epitalon, Jean-Marie; Lavigne, Héloise; Orr, James C; Gentili, Bernard; Proye, Aurélien; Soetaert, Karline; Rae, James (2016): seacarb: seawater carbonate chemistry with R. R package version 3.1. https://cran.r-project.org/package=seacarb
Project(s):	Ocean Acidification International Coordination Centre (OA-ICC) (URI: http://www.iaea.org/ocean-acidification/page.php?page=2181)
Comment:	In order to allow full comparability with other ocean acidification data sets, the R package seacarb (Gattuso et al, 2016) was used to compute a complete and consistent set of carbonate system variables, as described by Nisumaa et al. (2010). In this dataset the original values were archived in addition with the recalculated parameters (see related PI). The date of carbonate chemistry calculation is 2017-02-21.
Parameter(s):	Type (Type) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * COMMENT: study
	Species (Species) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Registration number of species (Reg spec no) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Uniform resource locator/link to reference (URL ref) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * COMMENT: WoRMS Aphia ID
	Treatment (Treat) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Treatment (Treat) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Replicate (Replicate) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Arsenic [µg/l] (As) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Cadmium [µg/l] (Cd) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * COMMENT: <0 means <QL
	Lead [µg/l] (Pb) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * COMMENT: <0 means <QL
	Copper [µg/l] (Cu) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Chromium [µg/l] (Cr) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * COMMENT: <0 means <QL
	Nickel [µg/l] (Ni) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * COMMENT: <0 means <QL
	Zinc [µg/l] (Zn) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Fertilization success rate [%] (Fert success) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Larvae [%] (Larvae) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * COMMENT: normal larval development
	Larvae [#] (Larvae) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * COMMENT: per replicate
	Length [µm] (l) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Height [µm] (h) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Alkalinity, total [µmol/kg] (AT) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Carbon dioxide [µmol/kg] (CO2) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Calcite saturation state (Omega Cal) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Aragonite saturation state (Omega Arg) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Temperature, water [°C] (Temp) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Salinity (Sal) * PI: Szalaj, D (https://orcid.org/0000-0001-8346-6583, dszalaj@fc.ul.pt)
	Carbonate system computation flag (CSC flag) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	pH (pH) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010) * COMMENT: total scale
	Carbon dioxide [µmol/kg] (CO2) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Fugacity of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (fCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Aragonite saturation state (Omega Arg) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Calcite saturation state (Omega Cal) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	17650 data points
*/
Type (study)	Species	Reg spec no	URL ref (WoRMS Aphia ID)	Treat	Treat	Replicate	As [µg/l]	Cd [µg/l] (<0 means <QL)	Pb [µg/l] (<0 means <QL)	Cu [µg/l]	Cr [µg/l] (<0 means <QL)	Ni [µg/l] (<0 means <QL)	Zn [µg/l]	Fert success [%]	Larvae [%] (normal larval development)	Larvae [#] (per replicate)	l [µm]	h [µm]	AT [µmol/kg]	DIC [µmol/kg]	[HCO3]- [µmol/kg] (Calculated using CO2SYS)	[CO3]2- [µmol/kg] (Calculated using CO2SYS)	CO2 [µmol/kg] (Calculated using CO2SYS)	pCO2water_SST_wet [µatm] (Calculated using CO2SYS)	Omega Cal (Calculated using CO2SYS)	Omega Arg (Calculated using CO2SYS)	Temp [°C]	Sal	CSC flag (Calculated using seacarb afte...)	pH (total scale, Calculated using...)	CO2 [µmol/kg] (Calculated using seacarb afte...)	fCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	pCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	[HCO3]- [µmol/kg] (Calculated using seacarb afte...)	[CO3]2- [µmol/kg] (Calculated using seacarb afte...)	Omega Arg (Calculated using seacarb afte...)	Omega Cal (Calculated using seacarb afte...)
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	SP1 Elutriate	Control		39	<0	<0.0	3.1	<0.0	0.0004	0.0035																								
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	SP1 Elutriate	pH 7.6		76	<0	<0.0	2.9	0.9	0.0000	0.0035																								
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	SP1 Elutriate	pH 7.0		48	<0	<0.0	4.9	0.9	1.1000	34.0000																								
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	SP1 Elutriate	pH 6.5		103	<0	<0.0	3.1	3.2	<0.0000	26.0000																								
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	SP1 Elutriate	pH 6.0		147	<0	<0.0	5.8	2.9	0.2000	33.0000																								
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	SP2 Elutriate			41	<0	4.7	1.7	<0.0	0.5000	68.9000																								
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	SP2 Elutriate	Control		66	<0	<0.0	2.5	<0.0	1.3000	39.9000						2021	1738	1540	189	10	331	4.54	2.99	24.40	35	15	8.07	9.29	322.33	323.36	1537.24	191.46	3.03	4.61
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	SP2 Elutriate	pH 7.6		66	<0	<0.0	5.0	1.7	1.2000	91.9000						2123	2045	1932	76	37	1246	1.83	1.20	23.65	35	15	7.59	36.24	1233.11	1237.13	1932.19	76.57	1.21	1.84
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	SP2 Elutriate	pH 7.0		59	<0	<0.0	1.2	1.5	1.3000	51.9000						2332	2412	2257	31	125	4324	0.74	0.48	24.10	35	15	7.11	124.23	4276.40	4290.30	2257.06	30.71	0.49	0.74
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	SP2 Elutriate	pH 6.5		59	<0	<0.0	1.1	2.6	1.1000	60.9000						2497	2956	2474	10	473	16215	0.23	0.15	23.80	35	15	6.58	472.23	16130.75	16184.09	2474.11	9.66	0.15	0.23
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	SP2 Elutriate	pH 6.0		96	<0	<0.0	2.6	1.6	1.4000	37.9000						3754	5633	3742	6	1885	64105	0.13	0.09	23.50	35	15	6.16	1884.90	63887.27	64110.26	3742.59	5.51	0.09	0.13
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	Control	1								74					2223	1975	1785	176	14	481	4.23	2.78	24.40	35	15	7.97	13.51	468.52	470.04	1784.08	177.42	2.81	4.27
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	Control	2								77					2223	1975	1785	176	14	481	4.23	2.78	24.40	35	15	7.97	13.51	468.52	470.04	1784.08	177.42	2.81	4.27
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	Control	3								72					2223	1975	1785	176	14	481	4.23	2.78	24.40	35	15	7.97	13.51	468.52	470.04	1784.08	177.42	2.81	4.27
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	Control	4								75					2223	1975	1785	176	14	481	4.23	2.78	24.40	35	15	7.97	13.51	468.52	470.04	1784.08	177.42	2.81	4.27
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	Control	5								86					2223	1975	1785	176	14	481	4.23	2.78	24.40	35	15	7.97	13.51	468.52	470.04	1784.08	177.42	2.81	4.27
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	Control	6								71					2223	1975	1785	176	14	481	4.23	2.78	24.40	35	15	7.97	13.51	468.52	470.04	1784.08	177.42	2.81	4.27
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	Control	7								70					2223	1975	1785	176	14	481	4.23	2.78	24.40	35	15	7.97	13.51	468.52	470.04	1784.08	177.42	2.81	4.27
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	Control	8													2223	1975	1785	176	14	481	4.23	2.78	24.40	35	15	7.97	13.51	468.52	470.04	1784.08	177.42	2.81	4.27
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.6	1								65					2290	2237	2118	70	50	1786	1.68	1.11	25.60	35	15	7.48	48.99	1751.65	1757.23	2117.65	70.36	1.12	1.70
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.6	2								78					2290	2237	2118	70	50	1786	1.68	1.11	25.60	35	15	7.48	48.99	1751.65	1757.23	2117.65	70.36	1.12	1.70
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.6	3								77					2290	2237	2118	70	50	1786	1.68	1.11	25.60	35	15	7.48	48.99	1751.65	1757.23	2117.65	70.36	1.12	1.70
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.6	4								66					2290	2237	2118	70	50	1786	1.68	1.11	25.60	35	15	7.48	48.99	1751.65	1757.23	2117.65	70.36	1.12	1.70
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.6	5								72					2290	2237	2118	70	50	1786	1.68	1.11	25.60	35	15	7.48	48.99	1751.65	1757.23	2117.65	70.36	1.12	1.70
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.6	6								59					2290	2237	2118	70	50	1786	1.68	1.11	25.60	35	15	7.48	48.99	1751.65	1757.23	2117.65	70.36	1.12	1.70
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.6	7								68					2290	2237	2118	70	50	1786	1.68	1.11	25.60	35	15	7.48	48.99	1751.65	1757.23	2117.65	70.36	1.12	1.70
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.6	8													2290	2237	2118	70	50	1786	1.68	1.11	25.60	35	15	7.48	48.99	1751.65	1757.23	2117.65	70.36	1.12	1.70
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.0	1								74					2294	2476	2248	19	210	7542	0.45	0.30	25.00	35	15	6.88	208.51	7343.94	7367.63	2249.04	18.45	0.29	0.44
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.0	2								61					2294	2476	2248	19	210	7542	0.45	0.30	25.00	35	15	6.88	208.51	7343.94	7367.63	2249.04	18.45	0.29	0.44
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.0	3								49					2294	2476	2248	19	210	7542	0.45	0.30	25.00	35	15	6.88	208.51	7343.94	7367.63	2249.04	18.45	0.29	0.44
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.0	4								48					2294	2476	2248	19	210	7542	0.45	0.30	25.00	35	15	6.88	208.51	7343.94	7367.63	2249.04	18.45	0.29	0.44
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.0	5								71					2294	2476	2248	19	210	7542	0.45	0.30	25.00	35	15	6.88	208.51	7343.94	7367.63	2249.04	18.45	0.29	0.44
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.0	6								61					2294	2476	2248	19	210	7542	0.45	0.30	25.00	35	15	6.88	208.51	7343.94	7367.63	2249.04	18.45	0.29	0.44
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.0	7								77					2294	2476	2248	19	210	7542	0.45	0.30	25.00	35	15	6.88	208.51	7343.94	7367.63	2249.04	18.45	0.29	0.44
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 7.0	8													2294	2476	2248	19	210	7542	0.45	0.30	25.00	35	15	6.88	208.51	7343.94	7367.63	2249.04	18.45	0.29	0.44
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 6.5	1								47					2290	2995	2277	6	712	25014	0.13	0.09	24.40	35	15	6.36	712.23	24706.28	24788.16	2277.29	5.48	0.09	0.13
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 6.5	2								38					2290	2995	2277	6	712	25014	0.13	0.09	24.40	35	15	6.36	712.23	24706.28	24788.16	2277.29	5.48	0.09	0.13
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 6.5	3								39					2290	2995	2277	6	712	25014	0.13	0.09	24.40	35	15	6.36	712.23	24706.28	24788.16	2277.29	5.48	0.09	0.13
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 6.5	4								46					2290	2995	2277	6	712	25014	0.13	0.09	24.40	35	15	6.36	712.23	24706.28	24788.16	2277.29	5.48	0.09	0.13
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 6.5	5								55					2290	2995	2277	6	712	25014	0.13	0.09	24.40	35	15	6.36	712.23	24706.28	24788.16	2277.29	5.48	0.09	0.13
laboratory	Perna perna (mollusk)	140483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140483	Seawater	pH 6.5	6								49					2290	2995	2277	6	712	25014	0.13	0.09	24.40	35	15	6.36	712.23	24706.28	24788.16	2277.29	5.48	0.09	0.13
