/* DATA DESCRIPTION:
Citation:	Noisette, Fanny; Comtet, Thierry; Legrand, Erwann; Bordeyne, Francois; Davoult, Dominique; Martin, Sophie (2014): Does Encapsulation Protect Embryos from the Effects of Ocean Acidification? The Example of Crepidula fornicata. PANGAEA, https://doi.org/10.1594/PANGAEA.833402, 
	Supplement to: Noisette, F et al. (2014): Does Encapsulation Protect Embryos from the Effects of Ocean Acidification? The Example of Crepidula fornicata. PLoS ONE, 9(3), e93021, https://doi.org/10.1371/journal.pone.0093021
Abstract:	Early life history stages of marine organisms are generally thought to be more sensitive to environmental stress than adults. Although most marine invertebrates are broadcast spawners, some species are brooders and/or protect their embryos in egg or capsules. Brooding and encapsulation strategies are typically assumed to confer greater safety and protection to embryos, although little is known about the physico-chemical conditions within egg capsules. In the context of ocean acidification, the protective role of encapsulation remains to be investigated. To address this issue, we conducted experiments on the gastropod Crepidula fornicata. This species broods its embryos within capsules located under the female and veliger larvae are released directly into the water column. C. fornicata adults were reared at the current level of CO2 partial pressure (pCO2) (390 µatm) and at elevated levels (750 and 1400 µatm) before and after fertilization and until larval release, such that larval development occurred entirely at a given pCO2. The pCO2 effects on shell morphology, the frequency of abnormalities and mineralization level were investigated on released larvae. Shell length decreased by 6% and shell surface area by 11% at elevated pCO2 (1400 µatm). The percentage of abnormalities was 1.5- to 4-fold higher at 750 µatm and 1400 µatm pCO2, respectively, than at 390 µatm. The intensity of birefringence, used as a proxy for the mineralization level of the larval shell, also decreased with increasing pCO2. These negative results are likely explained by increased intracapsular acidosis due to elevated pCO2 in extracapsular seawater. The encapsulation of C. fornicata embryos did not protect them against the deleterious effects of a predicted pCO2 increase. Nevertheless, C. fornicata larvae seemed less affected than other mollusk species. Further studies are needed to identify the critical points of the life cycle in this species in light of future ocean acidification.
Keyword(s):	Animalia; Benthic animals; Benthos; Bottles or small containers/Aquaria (<20 L); Coast and continental shelf; Crepidula fornicata; Growth/Morphology; Laboratory experiment; Mollusca; North Atlantic; Single species; Temperate
Further details:	Lavigne, Héloise; Epitalon, Jean-Marie; Gattuso, Jean-Pierre (2014): seacarb: seawater carbonate chemistry with R. R package version 3.0. https://cran.r-project.org/package=seacarb
Project(s):	Ocean Acidification International Coordination Centre (OA-ICC) (URI: http://www.iaea.org/ocean-acidification/page.php?page=2181)
Coverage:	LATITUDE: 48.666920 * LONGITUDE: -3.883580
	DATE/TIME START: 2011-11-30T00:00:00 * DATE/TIME END: 2011-11-30T00:00:00
Event(s):	Morlaix_Bay * LATITUDE: 48.666920 * LONGITUDE: -3.883580 * DATE/TIME: 2011-11-30T00:00:00 * METHOD/DEVICE: Experiment (EXP)
Comment:	In order to allow full comparability with other ocean acidification data sets, the R package seacarb (Lavigne et al, 2014) was used to compute a complete and consistent set of carbonate system variables, as described by Nisumaa et al. (2010). In this dataset the original values were archived in addition with the recalculated parameters (see related PI). The date of carbonate chemistry calculation is 2014-06-17.
Parameter(s):	Species (Species) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * COMMENT: treatment
	Length [µm] (l) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * COMMENT: shell
	Height [µm] (h) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * COMMENT: shell
	Area [µm**2] (Area) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * COMMENT: shell
	Plane angle [rad] (Plane ang) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * COMMENT: formed by the abnormality
	Distance [µm] (Distance) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * COMMENT: between the theoretical curve of the shell and the forest point (extreme point) of
	the deformity
	Ratio (Ratio) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * COMMENT: ange/distance
	Birefringence intensity [pixel] (Birefringence I) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * COMMENT: mean gray value of shell
	Replicates [#] (Repl) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca)
	Temperature, water [°C] (Temp) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca)
	Temperature, water, standard error [±] (T std e) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca)
	pH (pH) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * METHOD/DEVICE: Potentiometric * COMMENT: total scale
	pH, standard error [±] (pH std e) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * METHOD/DEVICE: Potentiometric * COMMENT: total scale
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air), standard error [±] (pCO2water_SST_wet std e) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Alkalinity, total [µmol/kg] (AT) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * METHOD/DEVICE: Potentiometric titration
	Alkalinity, total, standard error [±] (AT std e) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * METHOD/DEVICE: Potentiometric titration
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Carbon, inorganic, dissolved, standard error [±] (DIC std e) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Aragonite saturation state (Omega Arg) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Aragonite saturation state, standard error [±] (Omega Arg std e) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Salinity (Sal) * PI: Noisette, Fanny (https://orcid.org/0000-0002-9672-2870, fanny_noisette@uqar.ca)
	Carbonate system computation flag (CSC flag) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbon dioxide [µmol/kg] (CO2) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Fugacity of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (fCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Aragonite saturation state (Omega Arg) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Calcite saturation state (Omega Cal) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	6822 data points
*/
Species	pCO2water_SST_wet [µatm] (treatment)	l [µm] (shell)	h [µm] (shell)	Area [µm**2] (shell)	Plane ang [rad] (formed by the abnormality)	Distance [µm] (between the theoretical curve...)	Ratio (ange/distance)	Birefringence I [pixel] (mean gray value of shell)	Repl [#]	Temp [°C]	T std e [±]	pH (total scale, Potentiometric)	pH std e [±] (total scale, Potentiometric)	pCO2water_SST_wet [µatm] (Calculated using CO2SYS)	pCO2water_SST_wet std e [±] (Calculated using CO2SYS)	AT [µmol/kg] (Potentiometric titration)	AT std e [±] (Potentiometric titration)	DIC [µmol/kg] (Calculated using CO2SYS)	DIC std e [±] (Calculated using CO2SYS)	Omega Arg (Calculated using CO2SYS)	Omega Arg std e [±] (Calculated using CO2SYS)	Sal	CSC flag (Calculated using seacarb afte...)	CO2 [µmol/kg] (Calculated using seacarb afte...)	pCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	fCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	[HCO3]- [µmol/kg] (Calculated using seacarb afte...)	[CO3]2- [µmol/kg] (Calculated using seacarb afte...)	DIC [µmol/kg] (Calculated using seacarb afte...)	Omega Arg (Calculated using seacarb afte...)	Omega Cal (Calculated using seacarb afte...)
Crepidula fornicata (mollusk)	390	423.649	291.844	972232.5					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	477.081	278.755	1060460.9					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	416.097	253.114	848376.4					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	487.969	266.881	1059478.7					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	449.575	257.963	972959.1					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	384.853	210.684	666256.1					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	404.867	243.097	763633.9					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	386.997	230.459	686300.0					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	523.964	316.204	1220948.2					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	380.890	225.166	662689.4					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	418.388	247.158	784633.1					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	351.542	198.665	529757.2					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	506.775	281.127	1208421.9					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	433.619	290.209	965020.9					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	460.283	291.900	1076151.6					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	489.937	304.201	1110394.7					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	401.775	244.026	735625.5					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	483.602	283.738	1121373.1					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	371.822	215.176	650645.4					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	468.251	280.554	1034980.3					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	427.532	256.763	884827.5					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	420.498	251.801	775473.5					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	417.611	250.559	767803.1					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	413.402	247.552	812507.1					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	386.493	242.529	748093.5					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	456.782	259.650	1035167.6					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	389.838	232.735	712820.8					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	430.580	261.506	878586.5					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	393.782	236.595	725687.0					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	433.925	282.651	879249.6					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	414.816	259.128	780570.8					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	443.851	273.979	867309.6					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	415.811	264.151	800255.1					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	419.207	251.715	827008.7					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	452.942	267.499	958462.0					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	426.717	261.275	879024.5					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	429.998	262.177	873852.2					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	415.434	251.079	829670.5					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	421.921	265.550	808351.6					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	426.126	269.406	832790.5					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	405.899	247.217	826026.5					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	437.797	256.165	894385.6					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	409.058	262.105	787042.0					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	425.107	265.770	874029.7					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	417.117	251.095	789808.7					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	445.047	284.526	915996.8					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	427.809	275.009	921060.1					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	411.312	268.337	790650.3					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	421.745	264.712	878451.2					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	417.800	249.452	811714.6					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
Crepidula fornicata (mollusk)	390	408.584	271.459	831116.0					23	18.4	0.5	8.02	0.01	550	10	2391	2	2152	5	2.70	0.05	35.1	8	15.1	447.3	445.8	1963.4	174.3	2152.8	2.69	4.16
