/* DATA DESCRIPTION:
Citation:	Brunner, Elizabeth L; Prahl, Frederick G; Hales, Burke; Waldbusser, George G (2016): A longitudinal study of Pacific oyster (Crassostrea gigas) larval development: isotope shifts during early shell formation reveal sub-lethal energetic stress. PANGAEA, https://doi.org/10.1594/PANGAEA.873310, 
	Supplement to: Brunner, EL et al. (2016): A longitudinal study of Pacific oyster (Crassostrea gigas) larval development: isotope shifts during early shell formation reveal sub-lethal energetic stress. Marine Ecology Progress Series, 555, 109-123, https://doi.org/10.3354/meps11828
Abstract:	Three cohorts of Pacific oyster (Crassostrea gigas) larvae at Whiskey Creek Shellfish Hatchery (WCH) in Netarts Bay, Oregon, were monitored for stable isotope incorporation and biochemical composition: one in May 2011 and two in August 2011. Along with measures of growth and calcification, we present measurements of stable isotopes of carbon in water, algal food, and the shell and tissue, and nitrogen in food and tissue across larval development and growth. These relatively unique measures through larval ontogeny allow us to document isotopic shifts associated with initiation and rate of feeding, and the catabolism of C-rich (lipid) and N-rich (protein) pools. Similar ontological patterns in growth and bulk composition among the cohorts reinforce prior results, suggesting that the creation of the initial shell is energetically expensive, that the major carbon source is ambient dissolved inorganic carbon, and that the major energetic source during this period is maternally derived egg lipids. The May cohort did not isotopically reflect its food source as rapidly as the August cohorts, indicating slower feeding and/or higher catabolism versus anabolism. Our measurements also document differences in bulk turnover of organic carbon and nitrogen pools within the larvae, showing far greater conservation of nitrogen than carbon. These stable isotope and bulk biochemical measurements appear to be more sensitive indicators of sub-lethal environmental stress than the commonly used metrics of development and growth.
Keyword(s):	Animalia; Biomass/Abundance/Elemental composition; Coast and continental shelf; Crassostrea gigas; Growth/Morphology; Laboratory experiment; Mesocosm or benthocosm; Mollusca; North Pacific; Pelagos; Single species; Temperate; Zooplankton
Further details:	Gattuso, Jean-Pierre; Epitalon, Jean-Marie; Lavigne, Héloise; Orr, James C; Gentili, Bernard; Proye, Aurélien; Soetaert, Karline; Rae, James (2016): seacarb: seawater carbonate chemistry with R. R package version 3.1. https://cran.r-project.org/package=seacarb
Project(s):	Ocean Acidification International Coordination Centre (OA-ICC) (URI: http://www.iaea.org/ocean-acidification/page.php?page=2181)
Comment:	In order to allow full comparability with other ocean acidification data sets, the R package seacarb (Gattuso et al, 2016) was used to compute a complete and consistent set of carbonate system variables, as described by Nisumaa et al. (2010). In this dataset the original values were archived in addition with the recalculated parameters (see related PI). The date of carbonate chemistry calculation is 2017-03-07.
Parameter(s):	Type (Type) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: study
	Species (Species) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Registration number of species (Reg spec no) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Uniform resource locator/link to reference (URL ref) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: WoRMS Aphia ID
	Experiment (Exp) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Time in days [days] (Time) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Fraction (Fraction) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: lipid fraction of AFDW (organic material)
	Fraction (Fraction) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: organic material (ash-free dry weight)
	Length [µm] (l) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Length, standard deviation [±] (l std dev) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Dry mass per individual [µg/#] (dm/ind) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: per larva
	Lipids per individual [µg/#] (Lipid/ind) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: per larva
	Proportion (Prop) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: Total N
	Proportion (Prop) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: Total C
	Proportion (Prop) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: Organic N
	Proportion (Prop) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: Organic C
	Carbon/Nitrogen ratio (C/N) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: Tissue atomic
	Calcification rate, ratio (Calc rate ratio) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: Mass-normalized calcification rate (/day)
	δ13C [‰ PDB] (δ13C) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: Tissue
	δ15N [‰ air] (δ15N) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: Tissue
	δ13C [‰ PDB] (δ13C) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: Algal
	δ15N [‰ air] (δ15N) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: Algal
	δ13C [‰ PDB] (δ13C) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: Shell
	δ13C, dissolved inorganic carbon [‰ PDB] (δ13C DIC) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Temperature, water [°C] (Temp) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Temperature, water, standard deviation [±] (Temp std dev) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Salinity (Sal) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Salinity, standard deviation [±] (Sal std dev) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Partial pressure of carbon dioxide, standard deviation [±] (pCO2 std dev) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Alkalinity, total [µmol/kg] (AT) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Alkalinity, total, standard deviation [±] (AT std dev) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Carbon, inorganic, dissolved, standard deviation [±] (DIC std dev) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	pH (pH) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	pH, standard deviation [±] (pH std dev) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Aragonite saturation state (Omega Arg) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Aragonite saturation state, standard error [±] (Omega Arg std e) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Aragonite saturation state (Omega Arg) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Carbonate system computation flag (CSC flag) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	pH (pH) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010) * COMMENT: total scale
	Carbon dioxide [µmol/kg] (CO2) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Fugacity of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (fCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Alkalinity, total [µmol/kg] (AT) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Aragonite saturation state (Omega Arg) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Calcite saturation state (Omega Cal) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	3504 data points
*/
Type (study)	Species	Reg spec no	URL ref (WoRMS Aphia ID)	Exp	Time [days]	Fraction (lipid fraction of AFDW (organ...)	Fraction (organic material (ash-free dr...)	l [µm]	l std dev [±]	dm/ind [µg/#] (per larva)	Lipid/ind [µg/#] (per larva)	Prop (Total N)	Prop (Total C)	Prop (Organic N)	Prop (Organic C)	C/N (Tissue atomic)	Calc rate ratio (Mass-normalized calcification...)	δ13C [‰ PDB] (Tissue)	δ15N [‰ air] (Tissue)	δ13C [‰ PDB] (Algal)	δ15N [‰ air] (Algal)	δ13C [‰ PDB] (Shell)	δ13C DIC [‰ PDB]	Temp [°C]	Temp std dev [±]	Sal	Sal std dev [±]	pCO2water_SST_wet [µatm]	pCO2 std dev [±]	AT [µmol/kg]	AT std dev [±]	DIC [µmol/kg]	DIC std dev [±]	pH	pH std dev [±]	Omega Arg	Omega Arg std e [±]	Omega Arg	CSC flag	pH (total scale)	CO2 [µmol/kg]	fCO2water_SST_wet [µatm]	[HCO3]- [µmol/kg]	[CO3]2- [µmol/kg]	AT [µmol/kg]	Omega Arg	Omega Cal
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	0	0.231	0.89																	23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	1	0.113	0.40	76	6	0.17200	0.01900	0.05	0.27	0.04	0.18	5.7	0.60							23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	3	0.043	0.20	83	6	0.22100	0.01000	0.02	0.19	0.02	0.08	5.2	0.17							23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	5	0.011	0.17	90	5	0.26600	0.00300	0.02	0.17	0.02	0.07	5.1	0.09							23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	7	0.011	0.16	92	6	0.28200	0.00300	0.02	0.17	0.02	0.07	4.8	0.02							23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	9	0.013	0.17	99	13	0.34100	0.00400	0.02	0.18	0.02	0.08	4.9	0.07							23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	11	0.019	0.20	122	21	0.58100	0.01100	0.02	0.19	0.02	0.08	5.0	0.15							23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	13	0.023	0.23	125	23	0.62500	0.01400	0.03	0.20	0.03	0.11	4.8	0.01							23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	15	0.015	0.23	151	36	1.00100	0.01500	0.03	0.20	0.03	0.10	4.5	0.15							23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	17	0.016	0.25	167	32	1.30600	0.02100	0.03	0.21	0.03	0.11	4.6	0.08							23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	19	0.023	0.27	182	40	1.62400	0.03700	0.03	0.21	0.03	0.12	4.7	0.07							23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug Cohort	21	0.020	0.26	196	38	1.95900	0.03800	0.03	0.21	0.03	0.12	4.4	0.06							23.9	1.71	32.7	0.6	1008	207	2318	151	2181	68	7.71	0.16	1.6	0.2	2.1	25	7.70	29.69	1004.59	2049.28	102.03	2297.68	1.63	2.50
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	0	0.246	0.92			0.00009	0.00049													23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	1	0.098	0.38	74	5	0.16200	0.01600	0.04	0.27	0.04	0.17	5.5	0.62							23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	3	0.035	0.18	85	7	0.23100	0.00800	0.02	0.18	0.02	0.08	4.7	0.19							23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	5	0.010	0.16	91	7	0.27900	0.00300	0.02	0.17	0.02	0.07	4.8	0.08							23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	7	0.012	0.16	94	9	0.29900	0.00400	0.02	0.20	0.02	0.07	4.5	0.03							23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	9	0.008	0.17	107	12	0.41800	0.00500	0.02	0.18	0.02	0.07	4.5	0.11							23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	11	0.015	0.19	118	20	0.53000	0.00800	0.02	0.18	0.02	0.08	4.7	0.08							23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	13	0.017	0.23	132	26	0.71500	0.01200	0.03	0.20	0.02	0.10	4.8	0.08							23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	15	0.014	0.23	156	35	1.09300	0.01600	0.03	0.20	0.03	0.10	4.6	0.13							23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	17	0.014	0.25	173	38	1.43000	0.02100	0.03	0.20	0.03	0.11	4.6	0.08							23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	19	0.017	0.25	201	43	2.10200	0.03600	0.03	0.21	0.03	0.11	4.5	0.12							23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	Aug (buff) Cohort	21	0.014	0.26	214	45	2.44500	0.03500	0.03	0.21	0.03	0.12	4.4	0.05							23.9	1.71	32.8	0.6	425	45	2842	91	2452	81	8.09	0.04	4.2	0.3	4.6	25	8.10	12.51	423.56	2168.08	271.41	2807.97	4.34	6.64
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	May Cohort	2	0.023	0.12	77	5	0.17900	0.00400	0.01	0.16	0.01	0.05	5.8	0.44							23.9	1.71	26.6	2.3	364	40	1991	78	1758	50	8.04	0.04	2.6	0.3	2.4	25	8.05	11.07	362.77	1595.41	151.52	1965.74	2.49	3.88
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	May Cohort	5	0.010	0.08	81	4	0.20500	0.00200	0.01	0.14	0.01	0.03	4.8	0.05							23.9	1.71	26.6	2.3	364	40	1991	78	1758	50	8.04	0.04	2.6	0.3	2.4	25	8.05	11.07	362.77	1595.41	151.52	1965.74	2.49	3.88
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	May Cohort	8	0.010	0.10	89	7	0.26400	0.00300	0.01	0.15	0.01	0.04	4.5	0.06							23.9	1.71	26.6	2.3	364	40	1991	78	1758	50	8.04	0.04	2.6	0.3	2.4	25	8.05	11.07	362.77	1595.41	151.52	1965.74	2.49	3.88
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	May Cohort	11	0.017	0.14	106	10	0.41100	0.00700	0.02	0.17	0.02	0.06	4.4	0.09							23.9	1.71	26.6	2.3	364	40	1991	78	1758	50	8.04	0.04	2.6	0.3	2.4	25	8.05	11.07	362.77	1595.41	151.52	1965.74	2.49	3.88
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	May Cohort	13	0.020	0.18	126	15	0.63100	0.01300	0.02	0.18	0.02	0.08	4.9	0.13							23.9	1.71	26.6	2.3	364	40	1991	78	1758	50	8.04	0.04	2.6	0.3	2.4	25	8.05	11.07	362.77	1595.41	151.52	1965.74	2.49	3.88
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	May Cohort	15	0.019	0.16	135	17	0.75600	0.01400	0.02	0.18	0.02	0.07	4.9	0.08							23.9	1.71	26.6	2.3	364	40	1991	78	1758	50	8.04	0.04	2.6	0.3	2.4	25	8.05	11.07	362.77	1595.41	151.52	1965.74	2.49	3.88
laboratory	Crassostrea gigas (mollusk)	140656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140656	May Cohort	17	0.033	0.25	144	23	0.99000	0.03300	0.03	0.21	0.02	0.10	4.9	0.05							23.9	1.71	26.6	2.3	364	40	1991	78	1758	50	8.04	0.04	2.6	0.3	2.4	25	8.05	11.07	362.77	1595.41	151.52	1965.74	2.49	3.88
