/* DATA DESCRIPTION:
Citation:	Dineshram, R; Thiyagarajan, Vengatesen; Lane, Ackley Charles; Yu, Ziniu; Shu, Xiao; Leung, Priscilla TY (2013): Elevated CO2 alters larval proteome and its phosphorylation status in the commercial oyster, Crassostrea hongkongensis. PANGAEA, https://doi.org/10.1594/PANGAEA.831445, 
	Supplement to: Dineshram, R et al. (2013): Elevated CO2 alters larval proteome and its phosphorylation status in the commercial oyster, Crassostrea hongkongensis. Marine Biology, 160(8), 2189-2205, https://doi.org/10.1007/s00227-013-2176-x
Abstract:	Ocean acidification (OA) is beginning to have noticeable negative impact on calcification rate, shell structure and physiological energy budgeting of several marine organisms; these alter the growth of many economically important shellfish including oysters. Early life stages of oysters may be particularly vulnerable to OA-driven low pH conditions because their shell is made up of the highly soluble form of calcium carbonate (CaCO3) mineral, aragonite. Our long-term CO2 perturbation experiment showed that larval shell growth rate of the oyster species Crassostrea hongkongensis was significantly reduced at pH < 7.9 compared to the control (8.2). To gain new insights into the underlying mechanisms of low-pH-induced delays in larval growth, we have examined the effect of pH on the protein expression pattern, including protein phosphorylation status at the pediveliger larval stage. Using two-dimensional electrophoresis and mass spectrometry, we demonstrated that the larval proteome was significantly altered by the two low pH treatments (7.9 and 7.6) compared to the control pH (8.2). Generally, the number of expressed proteins and their phosphorylation level decreased with low pH. Proteins involved in larval energy metabolism and calcification appeared to be down-regulated in response to low pH, whereas cell motility and production of cytoskeletal proteins were increased. This study on larval growth coupled with proteome change is the first step toward the search for novel Protein Expression Signatures indicative of low pH, which may help in understanding the mechanisms involved in low pH tolerance.
Keyword(s):	Animalia; Coast and continental shelf; Containers and aquaria (20-1000 L or < 1 m**2); Crassostrea hongkongensis; Gene expression (incl. proteomics); Growth/Morphology; Laboratory experiment; Mollusca; North Pacific; Pelagos; Single species; Tropical; Zooplankton
Further details:	Lavigne, Héloise; Gattuso, Jean-Pierre (2011): seacarb: seawater carbonate chemistry with R. R package version 2.4. https://cran.r-project.org/package=seacarb
Project(s):	Ocean Acidification International Coordination Centre (OA-ICC) (URI: http://www.iaea.org/ocean-acidification/page.php?page=2181)
Comment:	In order to allow full comparability with other ocean acidification data sets, the R package seacarb (Lavigne and Gattuso, 2011) was used to compute a complete and consistent set of carbonate system variables, as described by Nisumaa et al. (2010). In this dataset the original values were archived in addition with the recalculated parameters (see related PI). The date of carbonate chemistry calculation by seacarb is 2014-04-03.
Parameter(s):	Species (Species) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Figure (Fig) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Treatment (Treat) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Replicates [#] (Repl) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Incubation duration [days] (Inc dur) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Shell length [mm] (Shell l) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * COMMENT: larval
	Growth rate [mm/day] (µ) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Growth rate, standard deviation [±] (µ std dev) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Protein name (Protein) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Protein spots, total [#] (Protein spots) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Protein spots, total, standard deviation [±] (Protein spots std dev) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Spot intensity, relative (Spot inten) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * COMMENT: ratiometric comparison of phosphoprotein/total prtein-14-3-3 protein
	Spot intensity, relative, standard deviation [±] (Spot inten std dev) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * COMMENT: ratiometric comparison of phosphoprotein/total prtein-14-3-3 protein
	Temperature, water [°C] (Temp) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Salinity (Sal) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk)
	Alkalinity, total [µmol/kg] (AT) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * METHOD/DEVICE: Potentiometric titration
	pH (pH) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * METHOD/DEVICE: Potentiometric * COMMENT: NBS scale
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Carbon dioxide [µmol/kg] (CO2) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Calcite saturation state (Omega Cal) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Aragonite saturation state (Omega Arg) * PI: Thiyagarajan, Vengatesen (https://orcid.org/0000-0002-2062-4799, rajan@hku.hk) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Carbonate system computation flag (CSC flag) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	pH (pH) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010) * COMMENT: total scale
	Carbon dioxide [µmol/kg] (CO2) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Fugacity of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (fCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Aragonite saturation state (Omega Arg) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Calcite saturation state (Omega Cal) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	6308 data points
*/
Species	Fig	Treat	Repl [#]	Inc dur [days]	Shell l [mm] (larval)	µ [mm/day]	µ std dev [±]	Protein	Protein spots [#]	Protein spots std dev [±]	Spot inten (ratiometric comparison of pho...)	Spot inten std dev [±] (ratiometric comparison of pho...)	Temp [°C]	Sal	AT [µmol/kg] (Potentiometric titration)	pH (NBS scale, Potentiometric)	DIC [µmol/kg] (Calculated using CO2SYS)	pCO2water_SST_wet [µatm] (Calculated using CO2SYS)	CO2 [µmol/kg] (Calculated using CO2SYS)	[HCO3]- [µmol/kg] (Calculated using CO2SYS)	[CO3]2- [µmol/kg] (Calculated using CO2SYS)	Omega Cal (Calculated using CO2SYS)	Omega Arg (Calculated using CO2SYS)	CSC flag (Calculated using seacarb afte...)	pH (total scale, Calculated using...)	CO2 [µmol/kg] (Calculated using seacarb afte...)	pCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	fCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	[HCO3]- [µmol/kg] (Calculated using seacarb afte...)	[CO3]2- [µmol/kg] (Calculated using seacarb afte...)	DIC [µmol/kg] (Calculated using seacarb afte...)	Omega Arg (Calculated using seacarb afte...)	Omega Cal (Calculated using seacarb afte...)
Crassostrea hongkongensis (mollusk)	2	pH 8.2	1	5	0.097								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	2	5	0.091								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	3	5	0.088								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	4	5	0.092								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	5	5	0.092								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	6	5	0.094								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	1	10	0.133								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	2	10	0.134								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	3	10	0.134								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	4	10	0.131								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	5	10	0.130								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	6	10	0.134								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	1	14	0.157								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	2	14	0.157								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	3	14	0.155								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	4	14	0.152								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	5	14	0.164								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	6	14	0.159								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	1	20	0.208								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	2	20	0.197								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	3	20	0.201								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	4	20	0.201								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	5	20	0.225								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	6	20	0.193								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	1	25	0.228								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	2	25	0.237								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	3	25	0.249								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	4	25	0.232								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	5	25	0.267								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	6	25	0.221								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	1	29	0.262								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	2	29	0.285								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	3	29	0.286								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	4	29	0.308								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	5	29	0.258								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 8.2	6	29	0.293								28.0	15	3189.28	8.24	2941.47	657.08	19.14	2693.94	228.39	6.59	3.99	26	8.08	19.70	677.06	675.00	2706.95	222.08	2948.73	3.87	6.39
Crassostrea hongkongensis (mollusk)	2	pH 7.9	7	5	0.082								28.0	15	3077.75	7.85	3008.98	1696.94	49.27	2859.25	100.45	2.90	1.76	26	7.69	50.42	1732.70	1727.44	2865.83	97.26	3013.52	1.70	2.80
Crassostrea hongkongensis (mollusk)	2	pH 7.9	8	5	0.083								28.0	15	3077.75	7.85	3008.98	1696.94	49.27	2859.25	100.45	2.90	1.76	26	7.69	50.42	1732.70	1727.44	2865.83	97.26	3013.52	1.70	2.80
Crassostrea hongkongensis (mollusk)	2	pH 7.9	9	5	0.079								28.0	15	3077.75	7.85	3008.98	1696.94	49.27	2859.25	100.45	2.90	1.76	26	7.69	50.42	1732.70	1727.44	2865.83	97.26	3013.52	1.70	2.80
Crassostrea hongkongensis (mollusk)	2	pH 7.9	10	5	0.088								28.0	15	3077.75	7.85	3008.98	1696.94	49.27	2859.25	100.45	2.90	1.76	26	7.69	50.42	1732.70	1727.44	2865.83	97.26	3013.52	1.70	2.80
Crassostrea hongkongensis (mollusk)	2	pH 7.9	11	5	0.086								28.0	15	3077.75	7.85	3008.98	1696.94	49.27	2859.25	100.45	2.90	1.76	26	7.69	50.42	1732.70	1727.44	2865.83	97.26	3013.52	1.70	2.80
Crassostrea hongkongensis (mollusk)	2	pH 7.9	12	5	0.086								28.0	15	3077.75	7.85	3008.98	1696.94	49.27	2859.25	100.45	2.90	1.76	26	7.69	50.42	1732.70	1727.44	2865.83	97.26	3013.52	1.70	2.80
Crassostrea hongkongensis (mollusk)	2	pH 7.9	7	10	0.113								28.0	15	3077.75	7.85	3008.98	1696.94	49.27	2859.25	100.45	2.90	1.76	26	7.69	50.42	1732.70	1727.44	2865.83	97.26	3013.52	1.70	2.80
Crassostrea hongkongensis (mollusk)	2	pH 7.9	8	10	0.116								28.0	15	3077.75	7.85	3008.98	1696.94	49.27	2859.25	100.45	2.90	1.76	26	7.69	50.42	1732.70	1727.44	2865.83	97.26	3013.52	1.70	2.80
Crassostrea hongkongensis (mollusk)	2	pH 7.9	9	10	0.117								28.0	15	3077.75	7.85	3008.98	1696.94	49.27	2859.25	100.45	2.90	1.76	26	7.69	50.42	1732.70	1727.44	2865.83	97.26	3013.52	1.70	2.80
Crassostrea hongkongensis (mollusk)	2	pH 7.9	10	10	0.118								28.0	15	3077.75	7.85	3008.98	1696.94	49.27	2859.25	100.45	2.90	1.76	26	7.69	50.42	1732.70	1727.44	2865.83	97.26	3013.52	1.70	2.80
