/* DATA DESCRIPTION:
Citation:	Bechmann, Renée Katrin; Taban, Ingrid Christina; Westerlund, Stig; Godal, Brit Fjone; Arnberg, Maj; Vingen, Sjur; Ingvarsdottir, Anna; Baussant, Thierry (2011): Seawater carbonate chemistry and biological processes of Mytilus edulis during experiments, 2011. PANGAEA, https://doi.org/10.1594/PANGAEA.763290, 
	Supplement to: Bechmann, RK et al. (2011): Effects of ocean acidification on early life stages of shrimp (Pandalus borealis) and mussel (Mytilus edulis). Journal of Toxicology and Environmental Health-Part A-Current Issues, 74(7-9), 424-438, https://doi.org/10.1080/15287394.2011.550460
Abstract:	Ocean acidification (OA) resulting from anthropogenic emissions of carbon dioxide (CO2) has already lowered and is predicted to further lower surface ocean pH. There is a particular need to study effects of OA on organisms living in cold-water environments due to the higher solubility of CO2 at lower temperatures. Mussel larvae (Mytilus edulis) and shrimp larvae (Pandalus borealis) were kept under an ocean acidification scenario predicted for the year 2100 (pH 7.6) and compared against identical batches of organisms held under the current oceanic pH of 8.1, which acted as a control. The temperature was held at a constant 10°C in the mussel experiment and at 5°C in the shrimp experiment. There was no marked effect on fertilization success, development time, or abnormality to the D-shell stage, or on feeding of mussel larvae in the low-pH (pH 7.6) treatment. Mytilus edulis larvae were still able to develop a shell in seawater undersaturated with respect to aragonite (a mineral form of CaCO3), but the size of low-pH larvae was significantly smaller than in the control. After 2 mo of exposure the mussels were 28% smaller in the pH 7.6 treatment than in the control. The experiment with Pandalus borealis larvae ran from 1 through 35 days post hatch. Survival of shrimp larvae was not reduced after 5 wk of exposure to pH 7.6, but a significant delay in zoeal progression (development time) was observed.
Keyword(s):	Animalia; Bottles or small containers/Aquaria (<20 L); Coast and continental shelf; Growth/Morphology; Laboratory experiment; Mollusca; Mytilus edulis; North Atlantic; Pelagos; Single species; Temperate; Zooplankton
Project(s):	European network of excellence for Ocean Ecosystems Analysis (EUR-OCEANS) (URI: http://www.eur-oceans.eu/)
	European Project on Ocean Acidification (EPOCA) (URI: https://en.wikipedia.org/wiki/European_Project_on_Ocean_Acidification)
	Ocean Acidification International Coordination Centre (OA-ICC) (URI: http://www.iaea.org/ocean-acidification/page.php?page=2181)
Funding:	Seventh Framework Programme (FP7), grant/award no. 211384: European Project on Ocean Acidification (URI: https://cordis.europa.eu/project/rcn/87798/factsheet/en)
	Sixth Framework Programme (FP6), grant/award no. 511106: European network of excellence for Ocean Ecosystems Analysis (URI: https://cordis.europa.eu/project/rcn/75677/factsheet/en)
Comment:	In order to allow full comparability with other ocean acidification data sets, the R package seacarb (Lavigne and Gattuso, 2011) was used to compute a complete and consistent set of carbonate system variables, as described by Nisumaa et al. (2010). In this dataset the original values were archived in addition with the recalculated parameters (see related PI).
Parameter(s):	Experimental treatment (Exp treat) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no)
	Species (Species) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no)
	Experiment day [day] (Exp day) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no)
	Replicates [#] (Repl) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no)
	Identification (ID) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no)
	Mytilus edulis, larvae, size [µm] (M. edulis larv size) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Microscopy * COMMENT: Feret maximum
	Mytilus edulis, larvae, size [µm] (M. edulis larv size) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Microscopy * COMMENT: Feret minimum
	Mytilus edulis, larvae, area [µm**2] (M. edulis larv area) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Microscopy
	Mytilus edulis, larvae, perimeter [µm] (M. edulis larv perim) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Microscopy
	Mytilus edulis, D-larvae [%] (M. edulis D-larv) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Microscopy * COMMENT: Day 3
	Mytilus edulis, D-larvae [%] (M. edulis D-larv) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Microscopy * COMMENT: Day 3, deformed
	Mytilus edulis, larvae, settled [%] (M. edulis larv sett) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Microscopy * COMMENT: Day 64
	Mytilus edulis, larvae, digestion stage I [%] (M. edulis larv stage I) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Microscopy * COMMENT: 18 days post fertilization
	Mytilus edulis, larvae, digestion stage II [%] (M. edulis larv stage II) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Microscopy * COMMENT: 18 days post fertilization
	Mytilus edulis, larvae, digestion stage II [%] (M. edulis larv stage II) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Microscopy * COMMENT: 18 days post fertilization
	Salinity (Sal) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: CT-probe Aqua TROLL 100
	Salinity, standard deviation [±] (Sal std dev) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no)
	Temperature, water [°C] (Temp) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no)
	Temperature, standard deviation [±] (T std dev) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no)
	pH (pH) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: pH meter (Orion) * COMMENT: Header; NBS scale
	pH, standard deviation [±] (pH std dev) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no)
	pH (pH) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: pH meter (Orion) * COMMENT: Test Chamber; NBS scale
	pH, standard deviation [±] (pH std dev) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no)
	Alkalinity, total [µmol/kg] (AT) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Interpretation from literature (PKDB) * COMMENT: Lower limit
	Alkalinity, total [µmol/kg] (AT) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Interpretation from literature (PKDB) * COMMENT: Upper limit
	Alkalinity, total [µmol/kg] (AT) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Measured
	Alkalinity, total, standard deviation [±] (AT std dev) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no)
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Bechmann, Renée Katrin (Renee.Bechmann@iris.no) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Carbonate system computation flag (CSC flag) * PI: Nisumaa, Anne-Marin (annemarin@gmail.com) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	pH (pH) * PI: Nisumaa, Anne-Marin (annemarin@gmail.com) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010) * COMMENT: Total scale
	Carbon dioxide [µmol/kg] (CO2) * PI: Nisumaa, Anne-Marin (annemarin@gmail.com) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Nisumaa, Anne-Marin (annemarin@gmail.com) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Fugacity of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (fCO2water_SST_wet) * PI: Nisumaa, Anne-Marin (annemarin@gmail.com) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Nisumaa, Anne-Marin (annemarin@gmail.com) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Nisumaa, Anne-Marin (annemarin@gmail.com) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Aragonite saturation state (Omega Arg) * PI: Nisumaa, Anne-Marin (annemarin@gmail.com) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Calcite saturation state (Omega Cal) * PI: Nisumaa, Anne-Marin (annemarin@gmail.com) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	28123 data points
*/
Exp treat	Species	Exp day [day]	Repl [#]	ID	M. edulis larv size [µm] (Feret maximum, Microscopy)	M. edulis larv size [µm] (Feret minimum, Microscopy)	M. edulis larv area [µm**2] (Microscopy)	M. edulis larv perim [µm] (Microscopy)	M. edulis D-larv [%] (Day 3, Microscopy)	M. edulis D-larv [%] (Day 3, deformed, Microscopy)	M. edulis larv sett [%] (Day 64, Microscopy)	M. edulis larv stage I [%] (18 days post fertilization, M...)	M. edulis larv stage II [%] (18 days post fertilization, M...)	M. edulis larv stage II [%] (18 days post fertilization, M...)	Sal (CT-probe Aqua TROLL 100)	Sal std dev [±]	Temp [°C]	T std dev [±]	pH (Header; NBS scale, pH meter (...)	pH std dev [±]	pH (Test Chamber; NBS scale, pH m...)	pH std dev [±]	AT [µmol/kg] (Lower limit, Interpretation f...)	AT [µmol/kg] (Upper limit, Interpretation f...)	AT [µmol/kg] (Measured)	AT std dev [±]	DIC [µmol/kg] (Calculated using CO2SYS)	CSC flag (Calculated using seacarb afte...)	pH (Total scale, Calculated using...)	CO2 [µmol/kg] (Calculated using seacarb afte...)	pCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	fCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	[HCO3]- [µmol/kg] (Calculated using seacarb afte...)	[CO3]2- [µmol/kg] (Calculated using seacarb afte...)	Omega Arg (Calculated using seacarb afte...)	Omega Cal (Calculated using seacarb afte...)
Control	Mytilus edulis	3	1						100	0					34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	3	2						100	0					34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	3	3						92	4					34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	3	4						94	0					34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	3	5						100	0					34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	3	6						88	13					34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	3	7						98	0					34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	3	8						100	0					34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Low pH	Mytilus edulis	3	1						66	44					34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	3	2						96	4					34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	3	3						92	8					34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	3	4						90	0					34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	3	5						100	0					34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	3	6						90	0					34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	3	7						93	0					34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	3	8						97	0					34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Control	Mytilus edulis	64	1								96				34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	64	2								81				34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	64	3								98				34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	64	4								85				34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	64	6								60				34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	64	7								85				34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	64	8								36				34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Low pH	Mytilus edulis	64	1								42				34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	64	2								74				34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	64	3								66				34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	64	4								71				34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	64	6								58				34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	64	7								45				34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis	64	8								38				34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Control	Mytilus edulis		1									55	32	14	34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis		2									58	23	19	34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis		3									71	29	0	34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis		4									71	14	14	34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis		5									56	17	28	34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis		6									74	23	3	34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis		7									63	21	17	34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis		8									62	23	15	34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Low pH	Mytilus edulis		1									75	17	8	34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis		2									84	8	8	34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis		3									61	36	4	34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis		4									58	26	16	34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis		6									39	32	29	34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis		7									55	27	18	34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Low pH	Mytilus edulis		8									73	20	8	34	0	10	0	7.61	0.05	7.62	0.06	1900.0	2300.0	2014.0	80.0	2013.7	26	7.51	58.23	1324.45	1319.42	1917.98	37.49	0.57	0.90
Control	Mytilus edulis	3	1	1	112	81	7224	356							34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	3	1	2	114	82	7342	365							34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	3	1	3	100	74	5790	320							34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	3	1	4	114	80	7163	400							34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
Control	Mytilus edulis	3	1	5	104	79	6204	383							34	0	10	0	8.09	0.03	8.06	0.05	1900.0	2300.0	2030.0	102.0	1900.2	26	7.95	19.66	447.28	445.59	1784.44	96.10	1.46	2.30
