/* DATA DESCRIPTION:
Citation:	Waldbusser, George G; Gray, Matthew W; Hales, Burke; Langdon, Chris; Haley, Brian A; Gimenez, Iria; Smith, Stephanie R; Brunner, Elizabeth L; Hutchinson, Greg (2016): Slow shell building, a possible trait for resistance to the effects of acute ocean acidification. PANGAEA, https://doi.org/10.1594/PANGAEA.868738, 
	Supplement to: Waldbusser, GG et al. (2016): Slow shell building, a possible trait for resistance to the effects of acute ocean acidification. Limnology and Oceanography, 61(6), 1969-1983, https://doi.org/10.1002/lno.10348
Abstract:	Increasing anthropogenic carbon dioxide is altering marine carbonate chemistry through a process called ocean acidification. Many calcium carbonate forming organisms are sensitive to changes in marine carbonate chemistry, especially mollusk bivalve larvae at the initial shell building stage. Rapid calcification, limited energy reserves, and more exposed calcification surfaces, are traits at this stage that increase vulnerability to ocean acidification through our previously argued kinetic-energetic hypothesis. These developmental traits are common to broadcast spawning bivalve species that are the focus of most ocean acidification studies to date. Some oyster species brood their young, which results in slower development of the embryos through the initial shell formation stage. We examined the responses of the brooding Olympia oyster, Ostrea lurida, during their initial shell building stage. We extracted fertilized eggs from, O. lurida, prior to shell development, then exposed developing embryos to a wide range of marine carbonate chemistry conditions. Surprisingly, O. lurida showed no acute negative response to any ocean acidification treatments. Compared to the broadcast spawning Pacific oyster, Crassostrea gigas, calcification rate and standardized endogenous energy lipid consumption rate were nearly 10 and 50 times slower, respectively. Our results suggest that slow shell building may lessen the energetic burden of acidification at this stage and provides additional support for our kinetic-energetic hypothesis. Furthermore, these results may represent an example of exaptation; fitness conveyed by a coopted trait that evolved for another purpose, a concept largely lacking in the current perspective of adaptation and global climate change.
Keyword(s):	Animalia; Bottles or small containers/Aquaria (<20 L); Coast and continental shelf; Growth/Morphology; Laboratory experiment; Mollusca; North Pacific; Ostrea lurida; Pelagos; Single species; Temperate; Zooplankton
Further details:	Gattuso, Jean-Pierre; Epitalon, Jean-Marie; Lavigne, Héloise; Orr, James C; Gentili, Bernard; Proye, Aurélien; Soetaert, Karline; Rae, James (2016): seacarb: seawater carbonate chemistry with R. R package version 3.1. https://cran.r-project.org/package=seacarb
Project(s):	Ocean Acidification International Coordination Centre (OA-ICC) (URI: http://www.iaea.org/ocean-acidification/page.php?page=2181)
Comment:	In order to allow full comparability with other ocean acidification data sets, the R package seacarb (Gattuso et al, 2016) was used to compute a complete and consistent set of carbonate system variables, as described by Nisumaa et al. (2010). In this dataset the original values were archived in addition with the recalculated parameters (see related PI). The date of carbonate chemistry calculation is 2016-11-23.
Parameter(s):	Type (Type) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: study
	Species (Species) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Registration number of species (Reg spec no) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Uniform resource locator/link to reference (URL ref) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: WoRMS Aphia ID
	Experiment (Exp) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Treatment (Treat) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: CO2
	Treatment (Treat) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: aragonite saturation state
	Replicate (Replicate) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: target
	Aragonite saturation state (Omega Arg) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: target
	Temperature, water [°C] (Temp) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Salinity (Sal) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Alkalinity, total [µmol/kg] (AT) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	pH (pH) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: total scale
	Aragonite saturation state (Omega Arg) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Proportion (Prop) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu) * COMMENT: normal shells
	Shell length [mm] (Shell l) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Shell length, standard deviation [±] (Shell l std dev) * PI: Waldbusser, George G (https://orcid.org/0000-0002-8334-580X, waldbuss@coas.oregonstate.edu)
	Carbonate system computation flag (CSC flag) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	pH (pH) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010) * COMMENT: total scale
	Carbon dioxide [µmol/kg] (CO2) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Fugacity of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (fCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Alkalinity, total [µmol/kg] (AT) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Aragonite saturation state (Omega Arg) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Calcite saturation state (Omega Cal) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	3451 data points
*/
Type (study)	Species	Reg spec no	URL ref (WoRMS Aphia ID)	Exp	Treat (CO2)	Treat (aragonite saturation state)	Replicate	pCO2water_SST_wet [µatm] (target)	Omega Arg (target)	Temp [°C]	Sal	AT [µmol/kg]	DIC [µmol/kg]	pCO2water_SST_wet [µatm]	[HCO3]- [µmol/kg]	[CO3]2- [µmol/kg]	pH (total scale)	Omega Arg	Prop (normal shells)	Shell l [mm]	Shell l std dev [±]	CSC flag	pH (total scale)	CO2 [µmol/kg]	fCO2water_SST_wet [µatm]	[HCO3]- [µmol/kg]	[CO3]2- [µmol/kg]	AT [µmol/kg]	Omega Arg	Omega Cal
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	a	1	200	0.5	20.00	29.4	749.15	680.54	239.25	640.10	32.44	7.81	0.53	0.917	0.15550	6.86	24	7.78	7.96	238.41	584.88	27.65	680.54	0.44	0.69
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	a	2	200	0.5	20.00	29.4	749.15	680.54	239.25	640.10	32.44	7.81	0.53	0.905	0.15871	4.84	24	7.78	7.96	238.41	584.88	27.65	680.54	0.44	0.69
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	a	3	200	0.5	20.00	29.4	749.15	680.54	239.25	640.10	32.44	7.81	0.53	0.900	0.15462	5.23	24	7.78	7.96	238.41	584.88	27.65	680.54	0.44	0.69
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	b	1	200	1.0	20.00	29.4	1136.40	1020.52	256.61	945.90	66.05	7.95	1.07	0.886	0.15923	5.80	24	7.92	8.54	255.71	856.76	55.32	1020.52	0.88	1.38
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	b	2	200	1.0	20.00	29.4	1136.40	1020.52	256.61	945.90	66.05	7.95	1.07	0.857	0.15802	6.71	24	7.92	8.54	255.71	856.76	55.32	1020.52	0.88	1.38
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	b	3	200	1.0	20.00	29.4	1136.40	1020.52	256.61	945.90	66.05	7.95	1.07	0.956	0.16180	3.96	24	7.92	8.54	255.71	856.76	55.32	1020.52	0.88	1.38
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	c	1	200	2.0	20.00	29.4	1688.24	1514.43	313.88	1387.70	116.23	8.03	1.88	0.729	0.15800	7.23	24	8.00	10.45	312.77	1257.51	97.43	1514.43	1.55	2.43
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	c	2	200	2.0	20.00	29.4	1688.24	1514.43	313.88	1387.70	116.23	8.03	1.88	0.729	0.15613	6.62	24	8.00	10.45	312.77	1257.51	97.43	1514.43	1.55	2.43
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	c	3	200	2.0	20.00	29.4	1688.24	1514.43	313.88	1387.70	116.23	8.03	1.88	0.570	0.15702	5.76	24	8.00	10.45	312.77	1257.51	97.43	1514.43	1.55	2.43
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	d	1	200	4.0	20.00	29.1	2499.36	2127.06	233.94	1845.00	274.19	8.28	4.45	0.425	0.15715	8.75	24	8.23	7.80	233.12	1607.74	212.39	2127.06	3.39	5.30
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	d	2	200	4.0	20.00	29.1	2499.36	2127.06	233.94	1845.00	274.19	8.28	4.45	0.528	0.15424	6.14	24	8.23	7.80	233.12	1607.74	212.39	2127.06	3.39	5.30
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	L	d	3	200	4.0	20.00	29.1	2499.36	2127.06	233.94	1845.00	274.19	8.28	4.45	0.488	0.16302	5.79	24	8.23	7.80	233.12	1607.74	212.39	2127.06	3.39	5.30
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	a	1	400	0.5	20.00	29.4	994.84	936.28	412.53	886.42	36.08	7.72	0.58	0.943	0.15571	5.55	24	7.70	13.73	411.08	836.59	32.81	936.28	0.52	0.82
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	a	2	400	0.5	20.00	29.4	994.84	936.28	412.53	886.42	36.08	7.72	0.58	0.929	0.15566	5.97	24	7.70	13.73	411.08	836.59	32.81	936.28	0.52	0.82
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	a	3	400	0.5	20.00	29.4	994.84	936.28	412.53	886.42	36.08	7.72	0.58	0.950	0.15462	7.29	24	7.70	13.73	411.08	836.59	32.81	936.28	0.52	0.82
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	b	1	400	1.0	20.00	29.0	1475.87	1351.88	363.83	1257.90	81.80	7.93	1.33	0.850	0.15661	6.14	24	7.90	12.14	362.55	1159.83	70.93	1351.88	1.13	1.77
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	b	2	400	1.0	20.00	29.0	1475.87	1351.88	363.83	1257.90	81.80	7.93	1.33	0.873	0.15358	5.42	24	7.90	12.14	362.55	1159.83	70.93	1351.88	1.13	1.77
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	b	3	400	1.0	20.00	29.0	1475.87	1351.88	363.83	1257.90	81.80	7.93	1.33	0.810	0.15344	8.14	24	7.90	12.14	362.55	1159.83	70.93	1351.88	1.13	1.77
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	c	1	400	2.0	20.00	29.0	2168.61	1995.61	490.72	1848.20	130.94	7.96	2.13	0.752	0.15967	5.84	24	7.94	16.37	488.99	1712.14	114.60	1995.61	1.83	2.86
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	c	2	400	2.0	20.00	29.0	2168.61	1995.61	490.72	1848.20	130.94	7.96	2.13	0.881	0.15891	4.09	24	7.94	16.37	488.99	1712.14	114.60	1995.61	1.83	2.86
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	c	3	400	2.0	20.00	29.0	2168.61	1995.61	490.72	1848.20	130.94	7.96	2.13	0.780	0.15559	4.98	24	7.94	16.37	488.99	1712.14	114.60	1995.61	1.83	2.86
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	d	1	400	4.0	20.00	28.6	3157.70	2762.61	354.22	2437.50	313.27	8.23	5.11	0.647	0.15820	5.18	24	8.18	11.84	352.97	2171.24	253.26	2762.61	4.05	6.34
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	d	2	400	4.0	20.00	28.6	3157.70	2762.61	354.22	2437.50	313.27	8.23	5.11	0.686	0.15646	5.35	24	8.18	11.84	352.97	2171.24	253.26	2762.61	4.05	6.34
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	ML	d	3	400	4.0	20.00	28.6	3157.70	2762.61	354.22	2437.50	313.27	8.23	5.11	0.622	0.15731	8.61	24	8.18	11.84	352.97	2171.24	253.26	2762.61	4.05	6.34
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	MH	a	1	800	0.5	20.00	29.1	1366.90	1320.59	723.03	1255.30	41.07	7.63	0.67	0.929	0.16163	5.80	24	7.62	24.11	720.48	1213.95	39.18	1320.59	0.63	0.98
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	MH	a	2	800	0.5	20.00	29.1	1366.90	1320.59	723.03	1255.30	41.07	7.63	0.67	0.925	0.15977	6.15	24	7.62	24.11	720.48	1213.95	39.18	1320.59	0.63	0.98
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	MH	a	3	800	0.5	20.00	29.1	1366.90	1320.59	723.03	1255.30	41.07	7.63	0.67	0.942	0.16048	6.81	24	7.62	24.11	720.48	1213.95	39.18	1320.59	0.63	0.98
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	MH	b	1	800	1.0	20.00	29.1	1975.30	1875.18	710.17	1768.40	82.98	7.78	1.35	0.873	0.16049	6.56	24	7.77	23.68	707.66	1683.07	76.67	1875.18	1.22	1.91
laboratory	Ostrea lurida (mollusk)	542155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=542155	Experiment 1	MH	b	2	800	1.0	20.00	29.1	1975.30	1875.18	710.17	1768.40	82.98	7.78	1.35	0.889	0.16159	5.83	24	7.77	23.68	707.66	1683.07	76.67	1875.18	1.22	1.91
